name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Consumption Deflator Growth,current,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,0.0065,0.0067,0.006,0.0055,0.0056,0.0055
Consumption Deflator Growth,difference,0,-0,0,-0,0,0,0,NA,NA,NA,NA,-9e-4,-0,0,-0,-0,0
Consumption Deflator Growth,previous,0.0153,0.0138,0.0165,0.0186,0.0175,0.0115,0.0102,NA,NA,NA,NA,0.0074,0.0067,0.006,0.0055,0.0056,0.0055
Cpiu,current,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,313.446,315.355,317.119,318.802,320.534,322.229
Cpiu,difference,-0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
Cpiu,previous,268.6227,272.89,278.6803,284.826,291.7063,295.509,298.441,NA,NA,NA,NA,313.446,315.355,317.119,318.802,320.534,322.229
Federal Aid to Small Businesses Arp Contribution,current,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,-0.0074,-0.0185,-0.0698,-0.0303,-0.0293,-0.0276
Federal Aid to Small Businesses Arp Contribution,difference,-0,0,-0,-0,-0,0,0,NA,NA,NA,NA,-0,-8e-4,-0.0029,-0.0013,-0.0012,-0.0011
Federal Aid to Small Businesses Arp Contribution,previous,0.0416,0.1832,0.0467,-0.0341,0.0248,0.0241,-0.0365,NA,NA,NA,NA,-0.0074,-0.0177,-0.0669,-0.029,-0.028,-0.0264
Federal Contribution,current,-0.3147,-0.492,0.2061,-0.1514,0.3853,-0.3518,-0.2561,NA,NA,NA,NA,-0.1397,-0.3756,-0.0703,-0.0875,-0.4406,-0.3113
Federal Contribution,difference,-0,-0,0,-0,0,-0,-0,NA,NA,NA,NA,0.1163,0.0867,-0.0033,-0.0042,-0.0191,-0.0137
Federal Contribution,previous,-0.3147,-0.492,0.2061,-0.1514,0.3853,-0.3518,-0.2561,NA,NA,NA,NA,-0.2559,-0.4623,-0.0669,-0.0832,-0.4215,-0.2976
Federal Corporate Taxes Contribution,current,-0.016,-0.0135,-0.0221,-0.0484,-0.0708,0.1067,-0.0452,NA,NA,NA,NA,0.1582,-0.1284,-0.2514,-0.2362,-0.2991,-0.2319
Federal Corporate Taxes Contribution,difference,0,-0,0,0,0,-0,0,NA,NA,NA,NA,-9e-4,-0.0077,-0.0128,-0.0121,-0.0147,-0.0119
Federal Corporate Taxes Contribution,previous,-0.016,-0.0135,-0.0221,-0.0484,-0.0708,0.1067,-0.0452,NA,NA,NA,NA,0.1591,-0.1208,-0.2387,-0.2241,-0.2844,-0.22
Federal Health Outlays Contribution,current,-0.0149,0.1127,0.0635,0.1594,0.0114,-0.0474,-0.1384,NA,NA,NA,NA,-0.2067,-0.175,0.0571,0.0151,0.0575,0.0467
Federal Health Outlays Contribution,difference,0,-0,-0,-0,-0,0,-0,NA,NA,NA,NA,0.0259,0.0443,0.077,0.072,0.0452,0.0169
Federal Health Outlays Contribution,previous,-0.0149,0.1127,0.0635,0.1594,0.0114,-0.0474,-0.1384,NA,NA,NA,NA,-0.2326,-0.2193,-0.0199,-0.0569,0.0123,0.0299
Federal Non Corporate Taxes Contribution,current,-0.4901,-0.4646,-0.4198,-0.7065,-0.761,-0.382,-0.1352,NA,NA,NA,NA,0.1789,0.0917,0.2734,0.2064,-0.1509,-0.1694
Federal Non Corporate Taxes Contribution,difference,-0,-0,-0,0,0,-0,0,NA,NA,NA,NA,-0.0663,-0.1156,-0.0739,-0.0489,-0.0642,-0.0641
Federal Non Corporate Taxes Contribution,previous,-0.4901,-0.4646,-0.4198,-0.7065,-0.761,-0.382,-0.1352,NA,NA,NA,NA,0.2453,0.2073,0.3473,0.2554,-0.0867,-0.1053
Federal Other Direct Aid Arp Contribution,current,-0.0388,0.0091,0.0845,0.0545,0.0335,-0.0634,-0.0646,NA,NA,NA,NA,-0.0373,-0.0373,-0.0359,-0.0234,-0.0159,-0.0144
Federal Other Direct Aid Arp Contribution,difference,-0,0,0,-0,0,-0,0,NA,NA,NA,NA,-0,-0.0016,-0.0015,-0.001,-7e-4,-6e-4
Federal Other Direct Aid Arp Contribution,previous,-0.0388,0.0091,0.0845,0.0545,0.0335,-0.0634,-0.0646,NA,NA,NA,NA,-0.0373,-0.0357,-0.0344,-0.0224,-0.0152,-0.0138
Federal Other Vulnerable Arp Contribution,current,0.1201,0.1348,0.1437,0.1244,0.084,0.0482,-0.0371,NA,NA,NA,NA,-0.0619,-0.051,-0.0451,-0.0269,-0.0107,-0.0102
Federal Other Vulnerable Arp Contribution,difference,0,-0,-0,0,0,-0,0,NA,NA,NA,NA,-0,-0.0021,-0.0019,-0.0011,-4e-4,-4e-4
Federal Other Vulnerable Arp Contribution,previous,0.1201,0.1348,0.1437,0.1244,0.084,0.0482,-0.0371,NA,NA,NA,NA,-0.0619,-0.0488,-0.0433,-0.0257,-0.0103,-0.0098
Federal Purchases Deflator Growth,current,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,NA,0.0073,0.0078,0.0066,0.007,0.0064,0.0063
Federal Purchases Deflator Growth,difference,0,0,-0,0,0,-0,-0,NA,NA,NA,NA,0.0014,0.0015,0,0,-0,-0
Federal Purchases Deflator Growth,previous,0.0097,0.0101,0.0114,0.0176,0.0167,0.0119,0.0101,NA,NA,NA,NA,0.0059,0.0063,0.0066,0.007,0.0064,0.0063
Federal Social Benefits Contribution,current,-0.0307,-0.0238,0.2107,-0.8781,-0.1901,-0.84,-0.4713,NA,NA,NA,NA,-0.0462,0.0456,0.0891,0.0932,-0.0625,-0.0571
Federal Social Benefits Contribution,difference,0,0,-0,-0,-0,-0,0,NA,NA,NA,NA,0.1267,0.1259,0.1251,0.123,-0.0062,-0.0058
Federal Social Benefits Contribution,previous,-0.0307,-0.0238,0.2107,-0.8781,-0.1901,-0.84,-0.4713,NA,NA,NA,NA,-0.173,-0.0803,-0.036,-0.0298,-0.0563,-0.0513
Federal Student Loans Contribution,current,0.0634,0.029,0.0267,0.0168,-0.0132,-0.0127,-0.0122,NA,NA,NA,NA,-0.1019,-0.0973,-0.0573,-0.0311,-0.0308,-0.0242
Federal Student Loans Contribution,difference,0,0,-0,0,-0,0,-0,NA,NA,NA,NA,-0,-0.004,-0.0024,-0.0013,-0.0013,-0.001
Federal Student Loans Contribution,previous,0.0634,0.029,0.0267,0.0168,-0.0132,-0.0127,-0.0122,NA,NA,NA,NA,-0.1018,-0.0932,-0.0549,-0.0298,-0.0295,-0.0232
Federal Subsidies Contribution,current,0.3546,0.1911,0.0198,-0.0667,-0.1693,-0.167,-0.0811,NA,NA,NA,NA,-0.1051,-0.3045,-0.2741,-0.1105,-0.0604,-0.0966
Federal Subsidies Contribution,difference,-0,-0,0,0,0,-0,-0,NA,NA,NA,NA,-0.0015,-0.0139,-0.0126,-0.0057,-0.0034,-0.0049
Federal Subsidies Contribution,previous,0.3546,0.1911,0.0198,-0.0667,-0.1693,-0.167,-0.0811,NA,NA,NA,NA,-0.1035,-0.2906,-0.2615,-0.1048,-0.057,-0.0917
Federal Ui Contribution,current,0.0698,-0.9679,-1.0281,-0.9516,-1.4056,-0.9559,-0.3929,NA,NA,NA,NA,-0.0027,-5e-4,-3e-4,-1e-4,4e-4,3e-4
Federal Ui Contribution,difference,0,-0,-0,0,0,-0,0,NA,NA,NA,NA,-0.0013,2e-4,1e-4,1e-4,4e-4,3e-4
Federal Ui Contribution,previous,0.0698,-0.9679,-1.0281,-0.9516,-1.4056,-0.9559,-0.3929,NA,NA,NA,NA,-0.0014,-7e-4,-3e-4,-2e-4,0,0
Fiscal Impact,current,-2.4568,-2.9731,-3.1497,-3.7536,-4.5905,-2.2874,-0.5607,NA,NA,NA,NA,0.1079,-0.7326,-0.3602,-0.0647,-0.797,-0.8765
Fiscal Impact,difference,0,-0,-0,0,0,-0,0,NA,NA,NA,NA,0.3807,-0.0606,0.1255,0.1973,0.0121,-0.0508
Fiscal Impact,previous,-2.4568,-2.9731,-3.1497,-3.7536,-4.5905,-2.2874,-0.5607,NA,NA,NA,NA,-0.2729,-0.6719,-0.4857,-0.262,-0.8091,-0.8256
Gdp,current,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,NA,27098.3,27422.1,27752.5,28094.6,28443.2,28783.5
Gdp,difference,0,0,0,0,0,0,0,NA,NA,NA,NA,-1178.4244,-1192.5055,-1206.8736,-1221.7505,-1236.9101,-1251.7088
Gdp,previous,23292.4,23829,24654.6,25029.1,25544.3,25994.6,26408.4,NA,NA,NA,NA,28276.7244,28614.6055,28959.3736,29316.3505,29680.1101,30035.2088
Grants Contribution,current,0.4774,0.1265,0.2003,0.4489,0.771,-0.2982,-0.7267,NA,NA,NA,NA,-0.0895,-0.2198,-0.0112,0.0159,-0.3182,-0.198
Grants Contribution,difference,0,-0,0,-0,0,-0,0,NA,NA,NA,NA,0.0295,0.1319,-6e-4,5e-4,-0.0135,-0.0084
Grants Contribution,previous,0.4774,0.1265,0.2003,0.4489,0.771,-0.2982,-0.7267,NA,NA,NA,NA,-0.119,-0.3516,-0.0106,0.0153,-0.3047,-0.1895
Real Potential Gdp Growth,current,0.0048,0.0049,0.0049,0.005,0.005,0.0052,0.0051,NA,NA,NA,NA,0.0041,0.0041,0.0042,0.0043,0.0043,0.0044
Real Potential Gdp Growth,difference,-0,-0,0,-0,-0,0,-0,NA,NA,NA,NA,-0,0,0,0,0,-0
